date,ticker,event_type,headline,body,severity_true,sentiment,direction_true,original_date,ret_fwd_5d,event_type_coarse,text,event_type_hat,severity_hat,severity_hat_rounded,p_alpha_hat
2007-10-10,AAPL,DATA_PRIVACY,AAPL under scrutiny for handling of user data,"Following complaints from users, investigators are reviewing whether the company adequately disclosed how it uses personal data. The company asserts that it complies with applicable privacy laws and continues to enhance transparency.",0,negative,-1,2007-02-15,0.0357333678029732,DATA_PRIVACY,"[UNKNOWN] AAPL under scrutiny for handling of user data Following complaints from users, investigators are reviewing whether the company adequately disclosed how it uses personal data. The company asserts that it complies with applicable privacy laws and continues to enhance transparency.",DATA_PRIVACY,0.8578773843208893,1,0.12233013086731782
2007-01-11,AMZN,LABOR_LAWSUIT,AMZN settles labor dispute with workforce,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",1,negative,-1,2007-02-15,,LABOR_LAWSUIT,"[UNKNOWN] AMZN settles labor dispute with workforce The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",LABOR_LAWSUIT,1.2475235499873514,1,0.1819827175503576
2007-11-01,GS,ACCOUNTING_FRAUD,GS investigated over alleged accounting misconduct,"Auditors discovered discrepancies in the company's financial statements, leading to suspicions of accounting misconduct. The firm has initiated an internal review and engaged outside counsel to ensure transparency.",3,negative,-1,2007-02-15,-0.1260145165483178,ACCOUNTING_FRAUD,"[UNKNOWN] GS investigated over alleged accounting misconduct Auditors discovered discrepancies in the company's financial statements, leading to suspicions of accounting misconduct. The firm has initiated an internal review and engaged outside counsel to ensure transparency.",ACCOUNTING_FRAUD,1.1253480775967721,1,0.16116540998542628
2007-01-23,JPM,SEC_ENFORCEMENT,JPM fined by SEC for disclosure violations,"According to regulatory filings, the company settled with the SEC over allegations of inadequate internal controls. The resolution involves a monetary fine and the appointment of an independent monitor.",1,negative,-1,2007-02-18,0.0070239982628654,SEC_ENFORCEMENT,"[UNKNOWN] JPM fined by SEC for disclosure violations According to regulatory filings, the company settled with the SEC over allegations of inadequate internal controls. The resolution involves a monetary fine and the appointment of an independent monitor.",SEC_ENFORCEMENT,1.2854833050321282,1,0.18886224148467814
2007-07-27,MS,ACCOUNTING_FRAUD,MS investigated over alleged accounting misconduct,"Prosecutors allege that company executives participated in a scheme to inflate revenues and conceal losses. The investigation remains ongoing, and the company has placed the employees involved on administrative leave.",0,negative,-1,2007-02-21,-0.0582566479983939,ACCOUNTING_FRAUD,"[UNKNOWN] MS investigated over alleged accounting misconduct Prosecutors allege that company executives participated in a scheme to inflate revenues and conceal losses. The investigation remains ongoing, and the company has placed the employees involved on administrative leave.",ACCOUNTING_FRAUD,0.7439406053908292,1,0.10839209809574024
2007-10-05,PEP,SUPPLY_CHAIN,PEP resolves supply chain compliance issue,The company disclosed disruptions in its supply chain due to a regulatory investigation into one of its key partners. Management is exploring alternative suppliers to mitigate potential shortages.,0,neutral,0,2007-02-23,-0.0265798790556638,OTHER_REGULATORY,[UNKNOWN] PEP resolves supply chain compliance issue The company disclosed disruptions in its supply chain due to a regulatory investigation into one of its key partners. Management is exploring alternative suppliers to mitigate potential shortages.,OTHER_REGULATORY,1.2104100318724595,1,0.1754464873888795
2007-01-26,KO,REGULATORY_UPDATE,KO issues statement on updated compliance rules,Industry-wide regulatory changes have prompted the company to modify certain practices. Executives anticipate minor operational impacts but emphasized the importance of maintaining compliance.,1,neutral,0,2007-02-23,0.0085721115308994,OTHER_REGULATORY,[UNKNOWN] KO issues statement on updated compliance rules Industry-wide regulatory changes have prompted the company to modify certain practices. Executives anticipate minor operational impacts but emphasized the importance of maintaining compliance.,OTHER_REGULATORY,1.1149034314372648,1,0.15947816935889017
2007-07-26,MSFT,SUPPLY_CHAIN,Regulators scrutinize MSFT's supply chain practices,"After working with regulators, the company announced it has resolved compliance concerns related to its supply chain. The resolution includes enhanced oversight and revised contracts with suppliers.",3,negative,-1,2007-02-24,-0.0153436291263168,OTHER_REGULATORY,"[UNKNOWN] Regulators scrutinize MSFT's supply chain practices After working with regulators, the company announced it has resolved compliance concerns related to its supply chain. The resolution includes enhanced oversight and revised contracts with suppliers.",OTHER_REGULATORY,1.3655992367197158,1,0.20403219874997822
2007-04-02,MRK,FDA_APPROVAL,MRK announces FDA approval of breakthrough treatment,The company announced that the FDA approved its new medication for a specific condition. Analysts anticipate that the approval will enhance the company's competitive position in the pharmaceutical market.,3,positive,1,2007-02-25,0.0188845594596274,FDA_APPROVAL,[UNKNOWN] MRK announces FDA approval of breakthrough treatment The company announced that the FDA approved its new medication for a specific condition. Analysts anticipate that the approval will enhance the company's competitive position in the pharmaceutical market.,FDA_APPROVAL,1.4177091425112547,1,0.2143756286117231
2007-06-25,BA,LABOR_LAWSUIT,BA sued over labor practice allegations,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,1,negative,-1,2007-02-26,0.0125561523863304,LABOR_LAWSUIT,[UNKNOWN] BA sued over labor practice allegations Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,LABOR_LAWSUIT,1.3474894210920834,1,0.2005255835941917
2007-12-07,HD,REGULATORY_UPDATE,Regulatory changes affect HD's operations,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",1,neutral,0,2007-02-27,-0.0969813409577852,OTHER_REGULATORY,"[UNKNOWN] Regulatory changes affect HD's operations In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",OTHER_REGULATORY,1.06274447250228,1,0.15126591244250198
2007-01-23,JPM,FINRA_ACTION,JPM faces FINRA action over brokerage violations,The Financial Industry Regulatory Authority sanctioned the company's brokerage division for failing to supervise certain trades. The action includes a fine and remedial measures to improve compliance.,1,negative,-1,2007-03-03,0.0070239982628654,OTHER_REGULATORY,[UNKNOWN] JPM faces FINRA action over brokerage violations The Financial Industry Regulatory Authority sanctioned the company's brokerage division for failing to supervise certain trades. The action includes a fine and remedial measures to improve compliance.,OTHER_REGULATORY,1.137267205850543,1,0.1631084257338741
2007-05-11,WFC,SEC_ENFORCEMENT,WFC to restate earnings after SEC investigation,The Securities and Exchange Commission charged the company with violations related to financial disclosures. The company has agreed to pay a civil penalty and enhance its reporting controls.,1,negative,-1,2007-03-04,0.0253378633927512,SEC_ENFORCEMENT,[UNKNOWN] WFC to restate earnings after SEC investigation The Securities and Exchange Commission charged the company with violations related to financial disclosures. The company has agreed to pay a civil penalty and enhance its reporting controls.,SEC_ENFORCEMENT,1.409262192851314,1,0.21267342206606693
2007-12-07,JPM,LABOR_LAWSUIT,Employees file class-action labor lawsuit against JPM,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,0,negative,-1,2007-03-07,-0.0190972905978632,LABOR_LAWSUIT,[UNKNOWN] Employees file class-action labor lawsuit against JPM Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,LABOR_LAWSUIT,1.133090406467099,1,0.16242540036473965
2007-06-22,LLY,FDA_ACTION,LLY faces FDA enforcement for marketing violations,"Following reports of adverse events, the FDA placed restrictions on the company's product pending additional data. The company is cooperating with regulators and providing the requested information.",3,negative,-1,2007-03-08,0.0014339713717399,FDA_ACTION,"[UNKNOWN] LLY faces FDA enforcement for marketing violations Following reports of adverse events, the FDA placed restrictions on the company's product pending additional data. The company is cooperating with regulators and providing the requested information.",FDA_ACTION,1.5143337229510347,2,0.2345492062610615
2007-02-09,PG,PRODUCT_LIABILITY,Consumers allege defects in PG's product in lawsuit,Regulatory filings show that the company faces multiple product liability suits alleging harm from its products. The company is evaluating legal strategies to address these claims.,1,negative,-1,2007-03-09,0.0099331244890887,PRODUCT_LIABILITY,[UNKNOWN] Consumers allege defects in PG's product in lawsuit Regulatory filings show that the company faces multiple product liability suits alleging harm from its products. The company is evaluating legal strategies to address these claims.,PRODUCT_LIABILITY,1.0504226291603798,1,0.1493773640964878
2007-05-22,IBM,PATENT_IP,IBM involved in patent infringement lawsuit,The lawsuit centers on allegations that the company's product infringed on patented technology held by a competitor. Legal experts anticipate a protracted battle as both sides argue the validity and scope of the patents involved.,1,negative,-1,2007-03-09,0.0021555489835296,PATENT_IP,[UNKNOWN] IBM involved in patent infringement lawsuit The lawsuit centers on allegations that the company's product infringed on patented technology held by a competitor. Legal experts anticipate a protracted battle as both sides argue the validity and scope of the patents involved.,PATENT_IP,1.035533587012466,1,0.14712132775890013
2007-05-18,BA,LABOR_LAWSUIT,Employees file class-action labor lawsuit against BA,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,1,negative,-1,2007-03-12,0.0167650942696171,LABOR_LAWSUIT,[UNKNOWN] Employees file class-action labor lawsuit against BA Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,LABOR_LAWSUIT,1.2387639611137882,1,0.18042314977508467
2007-10-26,HUM,PATENT_IP,Court rules on intellectual property dispute involving HUM,The company filed a complaint alleging theft of proprietary designs by a rival. The case seeks injunctive relief to prevent further use of the contested intellectual property and compensatory damages for losses incurred.,2,negative,-1,2007-03-14,-0.0440704497881681,PATENT_IP,[UNKNOWN] Court rules on intellectual property dispute involving HUM The company filed a complaint alleging theft of proprietary designs by a rival. The case seeks injunctive relief to prevent further use of the contested intellectual property and compensatory damages for losses incurred.,PATENT_IP,1.6852465606993423,2,0.2733475724668785
2007-04-26,TSLA,LABOR_LAWSUIT,Employees file class-action labor lawsuit against TSLA,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,1,negative,-1,2007-03-16,,LABOR_LAWSUIT,[UNKNOWN] Employees file class-action labor lawsuit against TSLA A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,LABOR_LAWSUIT,0.9760608015344949,1,0.13838998899338562
2007-12-17,AAPL,SUPPLY_CHAIN,AAPL faces supply chain disruptions amid regulatory probe,The company disclosed disruptions in its supply chain due to a regulatory investigation into one of its key partners. Management is exploring alternative suppliers to mitigate potential shortages.,2,negative,-1,2007-03-16,0.0780911713779173,OTHER_REGULATORY,[UNKNOWN] AAPL faces supply chain disruptions amid regulatory probe The company disclosed disruptions in its supply chain due to a regulatory investigation into one of its key partners. Management is exploring alternative suppliers to mitigate potential shortages.,OTHER_REGULATORY,1.3128737626922453,1,0.19394904584695546
2007-10-19,CVX,SEC_ENFORCEMENT,CVX fined by SEC for disclosure violations,"According to regulatory filings, the company settled with the SEC over allegations of inadequate internal controls. The resolution involves a monetary fine and the appointment of an independent monitor.",3,negative,-1,2007-03-16,0.0266605971134052,SEC_ENFORCEMENT,"[UNKNOWN] CVX fined by SEC for disclosure violations According to regulatory filings, the company settled with the SEC over allegations of inadequate internal controls. The resolution involves a monetary fine and the appointment of an independent monitor.",SEC_ENFORCEMENT,1.6909939984769227,2,0.2747196390040756
2007-04-03,NVDA,DATA_PRIVACY,NVDA under scrutiny for handling of user data,"Following complaints from users, investigators are reviewing whether the company adequately disclosed how it uses personal data. The company asserts that it complies with applicable privacy laws and continues to enhance transparency.",1,negative,-1,2007-03-25,0.0296794290719832,DATA_PRIVACY,"[UNKNOWN] NVDA under scrutiny for handling of user data Following complaints from users, investigators are reviewing whether the company adequately disclosed how it uses personal data. The company asserts that it complies with applicable privacy laws and continues to enhance transparency.",DATA_PRIVACY,1.1005781635037,1,0.1571873607963833
2007-11-01,COST,DATA_PRIVACY,COST announces data breach affecting customer records,"An internal audit revealed unauthorized access to customer data, prompting regulatory notification and an investigation. The company has engaged forensic experts to assess the scope and pledged to strengthen security protocols.",5,negative,-1,2007-03-25,0.0265181113295398,DATA_PRIVACY,"[UNKNOWN] COST announces data breach affecting customer records An internal audit revealed unauthorized access to customer data, prompting regulatory notification and an investigation. The company has engaged forensic experts to assess the scope and pledged to strengthen security protocols.",DATA_PRIVACY,1.1544353547736492,1,0.16594020632010756
2007-10-03,GOOG,ACCOUNTING_FRAUD,GOOG investigated over alleged accounting misconduct,"Whistleblower reports prompted authorities to examine the company's books for irregularities. Pending the outcome, stakeholders are expressing concerns about financial reporting practices.",0,negative,-1,2007-03-26,0.070836717793608,ACCOUNTING_FRAUD,"[UNKNOWN] GOOG investigated over alleged accounting misconduct Whistleblower reports prompted authorities to examine the company's books for irregularities. Pending the outcome, stakeholders are expressing concerns about financial reporting practices.",ACCOUNTING_FRAUD,1.0598178295697613,1,0.15081558161090025
2007-05-14,BA,REGULATORY_UPDATE,BA issues statement on updated compliance rules,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",1,neutral,0,2007-03-27,0.0356993553324433,OTHER_REGULATORY,"[UNKNOWN] BA issues statement on updated compliance rules In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",OTHER_REGULATORY,1.1947646936849523,1,0.17274701562376912
2007-01-10,HUM,PATENT_IP,HUM involved in patent infringement lawsuit,The lawsuit centers on allegations that the company's product infringed on patented technology held by a competitor. Legal experts anticipate a protracted battle as both sides argue the validity and scope of the patents involved.,1,negative,-1,2007-03-28,0.0485564820723352,PATENT_IP,[UNKNOWN] HUM involved in patent infringement lawsuit The lawsuit centers on allegations that the company's product infringed on patented technology held by a competitor. Legal experts anticipate a protracted battle as both sides argue the validity and scope of the patents involved.,PATENT_IP,1.0367101058667116,1,0.14729856679337092
2007-08-07,ABBV,REGULATORY_UPDATE,ABBV issues statement on updated compliance rules,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,1,neutral,0,2007-03-29,,OTHER_REGULATORY,[UNKNOWN] ABBV issues statement on updated compliance rules The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,OTHER_REGULATORY,1.3375789563815248,1,0.19862581578069538
2007-07-24,ABBV,PRODUCT_LIABILITY,ABBV faces product liability lawsuit over safety claims,Consumers filed a lawsuit claiming that the company's product caused injuries due to design flaws. The company maintains that the product meets safety standards and will contest the allegations.,1,negative,-1,2007-03-30,,PRODUCT_LIABILITY,[UNKNOWN] ABBV faces product liability lawsuit over safety claims Consumers filed a lawsuit claiming that the company's product caused injuries due to design flaws. The company maintains that the product meets safety standards and will contest the allegations.,PRODUCT_LIABILITY,1.1899828573012219,1,0.17192853407785988
2007-02-01,WFC,LABOR_LAWSUIT,WFC sued over labor practice allegations,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,1,negative,-1,2007-03-31,-0.0086418192143709,LABOR_LAWSUIT,[UNKNOWN] WFC sued over labor practice allegations A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,LABOR_LAWSUIT,1.4660230288016576,1,0.2243015729617669
2007-10-19,XOM,ENVIRONMENTAL,EPA fines XOM for pollution and compliance issues,"The Environmental Protection Agency fined the company for improper disposal of hazardous materials. In response, the company has implemented corrective measures and agreed to periodic audits.",2,negative,-1,2007-04-01,0.0007592918859069,ENVIRONMENTAL,"[UNKNOWN] EPA fines XOM for pollution and compliance issues The Environmental Protection Agency fined the company for improper disposal of hazardous materials. In response, the company has implemented corrective measures and agreed to periodic audits.",ENVIRONMENTAL,1.5414949069148989,2,0.24045143792044446
2007-10-24,MCD,PRODUCT_LIABILITY,MCD faces product liability lawsuit over safety claims,Consumers filed a lawsuit claiming that the company's product caused injuries due to design flaws. The company maintains that the product meets safety standards and will contest the allegations.,1,negative,-1,2007-04-02,0.0454941082287885,PRODUCT_LIABILITY,[UNKNOWN] MCD faces product liability lawsuit over safety claims Consumers filed a lawsuit claiming that the company's product caused injuries due to design flaws. The company maintains that the product meets safety standards and will contest the allegations.,PRODUCT_LIABILITY,1.0118487693343785,1,0.1435907059006605
2011-05-16,TSLA,PATENT_IP,TSLA involved in patent infringement lawsuit,The lawsuit centers on allegations that the company's product infringed on patented technology held by a competitor. Legal experts anticipate a protracted battle as both sides argue the validity and scope of the patents involved.,3,negative,-1,2007-04-03,0.0082708856904791,PATENT_IP,[UNKNOWN] TSLA involved in patent infringement lawsuit The lawsuit centers on allegations that the company's product infringed on patented technology held by a competitor. Legal experts anticipate a protracted battle as both sides argue the validity and scope of the patents involved.,PATENT_IP,1.1195893352735367,1,0.16023335911054362
2007-08-13,IBM,REGULATORY_UPDATE,Regulatory changes affect IBM's operations,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",0,neutral,0,2007-04-04,-0.0309643246404039,OTHER_REGULATORY,"[UNKNOWN] Regulatory changes affect IBM's operations In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",OTHER_REGULATORY,0.8473986305743894,1,0.12098646208602062
2007-02-26,UNH,REGULATORY_UPDATE,UNH responds to new regulatory requirements,Industry-wide regulatory changes have prompted the company to modify certain practices. Executives anticipate minor operational impacts but emphasized the importance of maintaining compliance.,1,neutral,0,2007-04-05,-0.0046989926675793,OTHER_REGULATORY,[UNKNOWN] UNH responds to new regulatory requirements Industry-wide regulatory changes have prompted the company to modify certain practices. Executives anticipate minor operational impacts but emphasized the importance of maintaining compliance.,OTHER_REGULATORY,1.1045840166225989,1,0.15782524281426982
2007-09-14,DIS,SUPPLY_CHAIN,DIS faces supply chain disruptions amid regulatory probe,Regulatory authorities are examining the company's sourcing practices for potential violations of international trade laws. The inquiry focuses on whether suppliers complied with labor and environmental standards.,0,neutral,0,2007-04-06,0.0309892122238515,OTHER_REGULATORY,[UNKNOWN] DIS faces supply chain disruptions amid regulatory probe Regulatory authorities are examining the company's sourcing practices for potential violations of international trade laws. The inquiry focuses on whether suppliers complied with labor and environmental standards.,OTHER_REGULATORY,1.110910294163881,1,0.15883690539497378
2012-12-17,SBUX,LABOR_LAWSUIT,SBUX settles labor dispute with workforce,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,2,negative,-1,2007-04-06,,LABOR_LAWSUIT,[UNKNOWN] SBUX settles labor dispute with workforce A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,LABOR_LAWSUIT,1.3483649716405868,1,0.200694073334396
2007-01-03,TGT,REGULATORY_UPDATE,TGT issues statement on updated compliance rules,Industry-wide regulatory changes have prompted the company to modify certain practices. Executives anticipate minor operational impacts but emphasized the importance of maintaining compliance.,0,neutral,0,2007-04-08,0.0197622400130037,OTHER_REGULATORY,[UNKNOWN] TGT issues statement on updated compliance rules Industry-wide regulatory changes have prompted the company to modify certain practices. Executives anticipate minor operational impacts but emphasized the importance of maintaining compliance.,OTHER_REGULATORY,1.0645138728794539,1,0.15153871071237293
2007-10-19,PEP,PRODUCT_LIABILITY,PEP reaches settlement in product liability case,Regulatory filings show that the company faces multiple product liability suits alleging harm from its products. The company is evaluating legal strategies to address these claims.,5,negative,-1,2007-04-10,0.0275566802770543,PRODUCT_LIABILITY,[UNKNOWN] PEP reaches settlement in product liability case Regulatory filings show that the company faces multiple product liability suits alleging harm from its products. The company is evaluating legal strategies to address these claims.,PRODUCT_LIABILITY,1.40854030881655,1,0.21252840847577711
2007-02-12,MSFT,LABOR_LAWSUIT,MSFT settles labor dispute with workforce,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,1,negative,-1,2007-04-11,-0.0003465994909646,LABOR_LAWSUIT,[UNKNOWN] MSFT settles labor dispute with workforce Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,LABOR_LAWSUIT,1.833397721285678,2,0.3100420469638014
2007-06-04,LMT,ACCOUNTING_FRAUD,LMT investigated over alleged accounting misconduct,"Whistleblower reports prompted authorities to examine the company's books for irregularities. Pending the outcome, stakeholders are expressing concerns about financial reporting practices.",1,negative,-1,2007-04-16,-0.0097735168769795,ACCOUNTING_FRAUD,"[UNKNOWN] LMT investigated over alleged accounting misconduct Whistleblower reports prompted authorities to examine the company's books for irregularities. Pending the outcome, stakeholders are expressing concerns about financial reporting practices.",ACCOUNTING_FRAUD,1.230034406204326,1,0.17887931839030527
2007-02-21,MS,ACCOUNTING_FRAUD,MS executives charged in accounting fraud scheme,"Prosecutors allege that company executives participated in a scheme to inflate revenues and conceal losses. The investigation remains ongoing, and the company has placed the employees involved on administrative leave.",0,negative,-1,2007-04-17,-0.0994111129819135,ACCOUNTING_FRAUD,"[UNKNOWN] MS executives charged in accounting fraud scheme Prosecutors allege that company executives participated in a scheme to inflate revenues and conceal losses. The investigation remains ongoing, and the company has placed the employees involved on administrative leave.",ACCOUNTING_FRAUD,0.9351180135043887,1,0.13263505771275733
2007-12-06,SBUX,REGULATORY_UPDATE,SBUX responds to new regulatory requirements,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",1,neutral,0,2007-04-19,,OTHER_REGULATORY,"[UNKNOWN] SBUX responds to new regulatory requirements In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",OTHER_REGULATORY,1.4429003095786959,1,0.21951077259337087
2007-09-10,COST,SUPPLY_CHAIN,Regulators scrutinize COST's supply chain practices,The company disclosed disruptions in its supply chain due to a regulatory investigation into one of its key partners. Management is exploring alternative suppliers to mitigate potential shortages.,0,neutral,0,2007-04-19,0.0396577830332398,OTHER_REGULATORY,[UNKNOWN] Regulators scrutinize COST's supply chain practices The company disclosed disruptions in its supply chain due to a regulatory investigation into one of its key partners. Management is exploring alternative suppliers to mitigate potential shortages.,OTHER_REGULATORY,1.7228436485946708,2,0.28240003717398
2007-08-24,MS,ACCOUNTING_FRAUD,Auditors uncover accounting irregularities at MS,"Prosecutors allege that company executives participated in a scheme to inflate revenues and conceal losses. The investigation remains ongoing, and the company has placed the employees involved on administrative leave.",1,negative,-1,2007-04-21,-0.0336222283776536,ACCOUNTING_FRAUD,"[UNKNOWN] Auditors uncover accounting irregularities at MS Prosecutors allege that company executives participated in a scheme to inflate revenues and conceal losses. The investigation remains ongoing, and the company has placed the employees involved on administrative leave.",ACCOUNTING_FRAUD,1.1907168568015658,1,0.17205396894564176
2007-05-15,ORCL,LABOR_LAWSUIT,ORCL settles labor dispute with workforce,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,1,negative,-1,2007-04-26,0.0281312708024334,LABOR_LAWSUIT,[UNKNOWN] ORCL settles labor dispute with workforce Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,LABOR_LAWSUIT,1.3796702559375726,1,0.20678811783321385
2007-05-17,GOOG,SUPPLY_CHAIN,GOOG resolves supply chain compliance issue,Regulatory authorities are examining the company's sourcing practices for potential violations of international trade laws. The inquiry focuses on whether suppliers complied with labor and environmental standards.,1,neutral,0,2007-04-27,0.0071555615512213,OTHER_REGULATORY,[UNKNOWN] GOOG resolves supply chain compliance issue Regulatory authorities are examining the company's sourcing practices for potential violations of international trade laws. The inquiry focuses on whether suppliers complied with labor and environmental standards.,OTHER_REGULATORY,1.0246983015382036,1,0.14549731173663497
2007-07-09,RTX,REGULATORY_UPDATE,RTX responds to new regulatory requirements,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,1,neutral,0,2007-04-29,0.0572255805703572,OTHER_REGULATORY,[UNKNOWN] RTX responds to new regulatory requirements The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,OTHER_REGULATORY,1.2957207394859696,1,0.19075140626783899
2007-10-12,AMZN,ANTITRUST,AMZN hit with antitrust lawsuit alleging monopolistic conduct,"Government agencies have opened an investigation into the company's practices, citing concerns about monopolistic behavior in the tech sector. The company stated it will fully cooperate with authorities and maintain competitive integrity.",1,negative,-1,2007-05-02,,ANTITRUST,"[UNKNOWN] AMZN hit with antitrust lawsuit alleging monopolistic conduct Government agencies have opened an investigation into the company's practices, citing concerns about monopolistic behavior in the tech sector. The company stated it will fully cooperate with authorities and maintain competitive integrity.",ANTITRUST,1.330567924313144,1,0.19729004508433504
2007-10-18,MSFT,PATENT_IP,MSFT involved in patent infringement lawsuit,The lawsuit centers on allegations that the company's product infringed on patented technology held by a competitor. Legal experts anticipate a protracted battle as both sides argue the validity and scope of the patents involved.,0,negative,-1,2007-05-04,0.026636150235747,PATENT_IP,[UNKNOWN] MSFT involved in patent infringement lawsuit The lawsuit centers on allegations that the company's product infringed on patented technology held by a competitor. Legal experts anticipate a protracted battle as both sides argue the validity and scope of the patents involved.,PATENT_IP,1.2419695286955985,1,0.18099266036157707
2007-01-04,BA,REGULATORY_UPDATE,Regulatory changes affect BA's operations,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,1,neutral,0,2007-05-04,-0.0077065880591538,OTHER_REGULATORY,[UNKNOWN] Regulatory changes affect BA's operations The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,OTHER_REGULATORY,1.1377752899224967,1,0.16319166948057273
2007-07-25,PG,DATA_PRIVACY,PG announces data breach affecting customer records,"An internal audit revealed unauthorized access to customer data, prompting regulatory notification and an investigation. The company has engaged forensic experts to assess the scope and pledged to strengthen security protocols.",0,negative,-1,2007-05-08,0.0028579837929636,DATA_PRIVACY,"[UNKNOWN] PG announces data breach affecting customer records An internal audit revealed unauthorized access to customer data, prompting regulatory notification and an investigation. The company has engaged forensic experts to assess the scope and pledged to strengthen security protocols.",DATA_PRIVACY,1.092451439065748,1,0.15589972651970876
2007-02-23,ORCL,DATA_PRIVACY,ORCL announces data breach affecting customer records,Regulators imposed a fine after finding that the company failed to obtain proper consent for collecting user information. The violation underlines the growing scrutiny of data protection practices in the technology industry.,2,negative,-1,2007-05-09,-0.0065397387937907,DATA_PRIVACY,[UNKNOWN] ORCL announces data breach affecting customer records Regulators imposed a fine after finding that the company failed to obtain proper consent for collecting user information. The violation underlines the growing scrutiny of data protection practices in the technology industry.,DATA_PRIVACY,1.2071637322094313,1,0.17488364851083874
2007-03-23,AAPL,DATA_PRIVACY,AAPL announces data breach affecting customer records,"Following complaints from users, investigators are reviewing whether the company adequately disclosed how it uses personal data. The company asserts that it complies with applicable privacy laws and continues to enhance transparency.",0,negative,-1,2007-05-11,-0.0065228502921915,DATA_PRIVACY,"[UNKNOWN] AAPL announces data breach affecting customer records Following complaints from users, investigators are reviewing whether the company adequately disclosed how it uses personal data. The company asserts that it complies with applicable privacy laws and continues to enhance transparency.",DATA_PRIVACY,0.9284792354661573,1,0.13172124301516078
