
date,ticker,event_type,headline,body,severity_true,sentiment,direction_true
2010-11-10,WFC,SEC_ENFORCEMENT,WFC to restate earnings after SEC investigation,The Securities and Exchange Commission charged the company with violations related to financial disclosures. The company has agreed to pay a civil penalty and enhance its reporting controls.,1,negative,-1
2010-11-12,AMZN,SEC_ENFORCEMENT,AMZN to restate earnings after SEC investigation,The Securities and Exchange Commission charged the company with violations related to financial disclosures. The company has agreed to pay a civil penalty and enhance its reporting controls.,3,negative,-1
2010-11-14,AMZN,SUPPLY_CHAIN,Regulators scrutinize AMZN's supply chain practices,"After working with regulators, the company announced it has resolved compliance concerns related to its supply chain. The resolution includes enhanced oversight and revised contracts with suppliers.",0,neutral,0
2010-11-14,BP,ACCOUNTING_FRAUD,BP investigated over alleged accounting misconduct,"Whistleblower reports prompted authorities to examine the company's books for irregularities. Pending the outcome, stakeholders are expressing concerns about financial reporting practices.",0,negative,-1
2010-11-14,TSLA,DATA_PRIVACY,TSLA under scrutiny for handling of user data,"Following complaints from users, investigators are reviewing whether the company adequately disclosed how it uses personal data. The company asserts that it complies with applicable privacy laws and continues to enhance transparency.",5,negative,-1
2010-11-18,BAC,FINRA_ACTION,FINRA fines BAC for supervisory lapses,The Financial Industry Regulatory Authority sanctioned the company's brokerage division for failing to supervise certain trades. The action includes a fine and remedial measures to improve compliance.,3,negative,-1
2010-11-24,WMT,REGULATORY_UPDATE,Regulatory changes affect WMT's operations,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",1,neutral,0
2010-11-26,COST,LABOR_LAWSUIT,Employees file class-action labor lawsuit against COST,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,3,negative,-1
2010-11-27,UNH,REGULATORY_UPDATE,UNH responds to new regulatory requirements,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",3,negative,-1
2010-11-27,XOM,REGULATORY_UPDATE,XOM issues statement on updated compliance rules,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,1,neutral,0
2010-11-29,PG,REGULATORY_UPDATE,PG responds to new regulatory requirements,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,1,neutral,0
2010-11-29,COP,REGULATORY_UPDATE,COP issues statement on updated compliance rules,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,1,neutral,0
2010-11-30,GS,LABOR_LAWSUIT,GS settles labor dispute with workforce,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,2,negative,-1
2010-11-30,HD,REGULATORY_UPDATE,Regulatory changes affect HD's operations,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,0,neutral,0
2010-11-30,NFLX,DATA_PRIVACY,NFLX fined for violating data privacy regulations,Regulators imposed a fine after finding that the company failed to obtain proper consent for collecting user information. The violation underlines the growing scrutiny of data protection practices in the technology industry.,2,negative,-1
2010-12-05,MCD,LABOR_LAWSUIT,Employees file class-action labor lawsuit against MCD,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",1,negative,-1
2010-12-07,IBM,ANTITRUST,Regulators probe IBM for alleged anticompetitive behavior,A civil suit filed by competitors claims the company engaged in anticompetitive practices that harmed smaller rivals. The case seeks both injunctive relief and monetary damages for affected parties.,0,negative,-1
2010-12-10,BAC,LABOR_LAWSUIT,BAC sued over labor practice allegations,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",0,negative,-1
2010-12-11,SBUX,DATA_PRIVACY,SBUX announces data breach affecting customer records,Regulators imposed a fine after finding that the company failed to obtain proper consent for collecting user information. The violation underlines the growing scrutiny of data protection practices in the technology industry.,1,negative,-1
2010-12-11,COST,LABOR_LAWSUIT,COST sued over labor practice allegations,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,0,negative,-1
2010-12-12,MS,SEC_ENFORCEMENT,MS fined by SEC for disclosure violations,The Securities and Exchange Commission charged the company with violations related to financial disclosures. The company has agreed to pay a civil penalty and enhance its reporting controls.,1,negative,-1
2010-12-13,MRK,FDA_APPROVAL,FDA greenlights MRK's novel drug,"In a significant milestone, the FDA granted approval for the company's groundbreaking therapy. The development is expected to drive revenue growth and deliver new treatment options for patients.",1,positive,1
2010-12-13,DIS,PRODUCT_LIABILITY,DIS reaches settlement in product liability case,"A settlement has been reached in a product liability case involving the company and a group of plaintiffs. As part of the agreement, the company agreed to pay damages while denying liability.",0,negative,-1
2010-12-13,PEP,SUPPLY_CHAIN,Regulators scrutinize PEP's supply chain practices,The company disclosed disruptions in its supply chain due to a regulatory investigation into one of its key partners. Management is exploring alternative suppliers to mitigate potential shortages.,0,neutral,0
2010-12-16,MCD,PRODUCT_LIABILITY,MCD faces product liability lawsuit over safety claims,"A settlement has been reached in a product liability case involving the company and a group of plaintiffs. As part of the agreement, the company agreed to pay damages while denying liability.",1,negative,-1
2010-12-16,TSLA,REGULATORY_UPDATE,TSLA responds to new regulatory requirements,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",0,neutral,0
2010-12-17,LLY,FDA_APPROVAL,LLY announces FDA approval of breakthrough treatment,The company announced that the FDA approved its new medication for a specific condition. Analysts anticipate that the approval will enhance the company's competitive position in the pharmaceutical market.,0,positive,1
2010-12-19,TGT,DATA_PRIVACY,TGT announces data breach affecting customer records,"An internal audit revealed unauthorized access to customer data, prompting regulatory notification and an investigation. The company has engaged forensic experts to assess the scope and pledged to strengthen security protocols.",0,negative,-1
2010-12-21,MCD,DATA_PRIVACY,MCD fined for violating data privacy regulations,"Following complaints from users, investigators are reviewing whether the company adequately disclosed how it uses personal data. The company asserts that it complies with applicable privacy laws and continues to enhance transparency.",0,negative,-1
2010-12-26,COP,REGULATORY_UPDATE,Regulatory changes affect COP's operations,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",0,neutral,0
2010-12-27,COP,SEC_ENFORCEMENT,COP to restate earnings after SEC investigation,The Securities and Exchange Commission charged the company with violations related to financial disclosures. The company has agreed to pay a civil penalty and enhance its reporting controls.,0,negative,-1
2010-12-27,MRK,LABOR_LAWSUIT,MRK settles labor dispute with workforce,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,0,negative,-1
2010-12-28,LMT,REGULATORY_UPDATE,Regulatory changes affect LMT's operations,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,3,negative,-1
2010-12-29,GOOG,SEC_ENFORCEMENT,GOOG to restate earnings after SEC investigation,The Securities and Exchange Commission charged the company with violations related to financial disclosures. The company has agreed to pay a civil penalty and enhance its reporting controls.,0,negative,-1
2010-12-31,GOOG,SEC_ENFORCEMENT,GOOG fined by SEC for disclosure violations,"After an investigation into revenue recognition practices, the company announced it would restate prior earnings. The SEC noted cooperation by the company in resolving the matter.",1,negative,-1
2011-01-02,GOOG,SEC_ENFORCEMENT,GOOG to restate earnings after SEC investigation,The Securities and Exchange Commission charged the company with violations related to financial disclosures. The company has agreed to pay a civil penalty and enhance its reporting controls.,3,negative,-1
2011-01-04,MRK,PATENT_IP,Court rules on intellectual property dispute involving MRK,"In a ruling that could set a precedent for similar disputes, a federal judge sided with the company on key points but left other claims to be decided at trial. The outcome may influence the competitive landscape in the industry.",1,negative,-1
2011-01-06,GS,SEC_ENFORCEMENT,GS to restate earnings after SEC investigation,"According to regulatory filings, the company settled with the SEC over allegations of inadequate internal controls. The resolution involves a monetary fine and the appointment of an independent monitor.",2,negative,-1
2011-01-08,TSLA,ANTITRUST,TSLA hit with antitrust lawsuit alleging monopolistic conduct,Regulatory officials allege that the company has been leveraging its market position to stifle competition. The ongoing inquiry is expected to examine pricing strategies and exclusivity agreements.,3,negative,-1
2011-01-12,CVX,REGULATORY_UPDATE,CVX issues statement on updated compliance rules,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,2,negative,-1
2011-01-12,SBUX,PRODUCT_LIABILITY,SBUX reaches settlement in product liability case,Regulatory filings show that the company faces multiple product liability suits alleging harm from its products. The company is evaluating legal strategies to address these claims.,2,negative,-1
2011-01-15,MSFT,REGULATORY_UPDATE,MSFT issues statement on updated compliance rules,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",4,negative,-1
2011-01-17,LLY,PATENT_IP,Court rules on intellectual property dispute involving LLY,The lawsuit centers on allegations that the company's product infringed on patented technology held by a competitor. Legal experts anticipate a protracted battle as both sides argue the validity and scope of the patents involved.,3,negative,-1
2011-01-18,DIS,LABOR_LAWSUIT,DIS settles labor dispute with workforce,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,2,negative,-1
2011-01-22,DIS,REGULATORY_UPDATE,DIS issues statement on updated compliance rules,Industry-wide regulatory changes have prompted the company to modify certain practices. Executives anticipate minor operational impacts but emphasized the importance of maintaining compliance.,1,neutral,0
2011-01-27,CVX,ACCOUNTING_FRAUD,CVX executives charged in accounting fraud scheme,"Whistleblower reports prompted authorities to examine the company's books for irregularities. Pending the outcome, stakeholders are expressing concerns about financial reporting practices.",2,negative,-1
2011-01-30,IBM,LABOR_LAWSUIT,IBM sued over labor practice allegations,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,2,negative,-1
2011-02-03,ABBV,PRODUCT_LIABILITY,ABBV reaches settlement in product liability case,Regulatory filings show that the company faces multiple product liability suits alleging harm from its products. The company is evaluating legal strategies to address these claims.,1,negative,-1
2011-02-05,MCD,LABOR_LAWSUIT,MCD sued over labor practice allegations,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",1,negative,-1
2011-02-05,COST,SUPPLY_CHAIN,COST resolves supply chain compliance issue,The company disclosed disruptions in its supply chain due to a regulatory investigation into one of its key partners. Management is exploring alternative suppliers to mitigate potential shortages.,0,neutral,0
2011-02-09,GS,FINRA_ACTION,GS faces FINRA action over brokerage violations,"Regulators found that the company violated FINRA rules regarding recordkeeping and trade disclosures. In addition to the monetary penalty, the company must implement enhanced oversight protocols.",0,negative,-1
2011-02-12,ORCL,LABOR_LAWSUIT,ORCL sued over labor practice allegations,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,1,negative,-1
2011-02-14,WMT,DATA_PRIVACY,WMT under scrutiny for handling of user data,"Following complaints from users, investigators are reviewing whether the company adequately disclosed how it uses personal data. The company asserts that it complies with applicable privacy laws and continues to enhance transparency.",1,negative,-1
2011-02-14,MRK,FDA_ACTION,MRK faces FDA enforcement for marketing violations,The Food and Drug Administration issued a warning letter to the company about manufacturing deficiencies at one of its facilities. The company is addressing the cited issues to avoid further enforcement actions.,1,negative,-1
2011-02-16,PG,PRODUCT_LIABILITY,PG faces product liability lawsuit over safety claims,Consumers filed a lawsuit claiming that the company's product caused injuries due to design flaws. The company maintains that the product meets safety standards and will contest the allegations.,1,negative,-1
2011-02-20,RTX,ACCOUNTING_FRAUD,Auditors uncover accounting irregularities at RTX,"Auditors discovered discrepancies in the company's financial statements, leading to suspicions of accounting misconduct. The firm has initiated an internal review and engaged outside counsel to ensure transparency.",1,negative,-1
2011-02-22,PFE,PATENT_IP,PFE involved in patent infringement lawsuit,The lawsuit centers on allegations that the company's product infringed on patented technology held by a competitor. Legal experts anticipate a protracted battle as both sides argue the validity and scope of the patents involved.,2,negative,-1
2011-02-22,GOOG,SEC_ENFORCEMENT,SEC charges GOOG with securities law violations,The Securities and Exchange Commission charged the company with violations related to financial disclosures. The company has agreed to pay a civil penalty and enhance its reporting controls.,1,negative,-1
2011-02-26,GS,REGULATORY_UPDATE,Regulatory changes affect GS's operations,Industry-wide regulatory changes have prompted the company to modify certain practices. Executives anticipate minor operational impacts but emphasized the importance of maintaining compliance.,0,neutral,0
2011-03-01,HUM,PATENT_IP,Court rules on intellectual property dispute involving HUM,The lawsuit centers on allegations that the company's product infringed on patented technology held by a competitor. Legal experts anticipate a protracted battle as both sides argue the validity and scope of the patents involved.,1,negative,-1
2011-03-02,WMT,REGULATORY_UPDATE,Regulatory changes affect WMT's operations,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,2,negative,-1
2011-03-04,JPM,REGULATORY_UPDATE,Regulatory changes affect JPM's operations,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",1,neutral,0
2011-03-04,PG,PRODUCT_LIABILITY,PG faces product liability lawsuit over safety claims,"A settlement has been reached in a product liability case involving the company and a group of plaintiffs. As part of the agreement, the company agreed to pay damages while denying liability.",0,negative,-1
2011-03-06,MSFT,PATENT_IP,Court rules on intellectual property dispute involving MSFT,"In a ruling that could set a precedent for similar disputes, a federal judge sided with the company on key points but left other claims to be decided at trial. The outcome may influence the competitive landscape in the industry.",3,negative,-1
2011-03-08,PFE,REGULATORY_UPDATE,Regulatory changes affect PFE's operations,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,1,neutral,0
2011-03-09,WMT,PRODUCT_LIABILITY,Consumers allege defects in WMT's product in lawsuit,Regulatory filings show that the company faces multiple product liability suits alleging harm from its products. The company is evaluating legal strategies to address these claims.,0,negative,-1
2011-03-10,BA,LABOR_LAWSUIT,BA settles labor dispute with workforce,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,0,negative,-1
2011-03-10,HUM,PRODUCT_LIABILITY,Consumers allege defects in HUM's product in lawsuit,Regulatory filings show that the company faces multiple product liability suits alleging harm from its products. The company is evaluating legal strategies to address these claims.,0,negative,-1
2011-03-10,CVX,ACCOUNTING_FRAUD,CVX executives charged in accounting fraud scheme,"Prosecutors allege that company executives participated in a scheme to inflate revenues and conceal losses. The investigation remains ongoing, and the company has placed the employees involved on administrative leave.",0,negative,-1
2011-03-12,MCD,DATA_PRIVACY,MCD under scrutiny for handling of user data,"An internal audit revealed unauthorized access to customer data, prompting regulatory notification and an investigation. The company has engaged forensic experts to assess the scope and pledged to strengthen security protocols.",1,negative,-1
2011-03-12,JNJ,PRODUCT_LIABILITY,JNJ faces product liability lawsuit over safety claims,Regulatory filings show that the company faces multiple product liability suits alleging harm from its products. The company is evaluating legal strategies to address these claims.,0,negative,-1
2011-03-12,HD,PRODUCT_LIABILITY,Consumers allege defects in HD's product in lawsuit,"A settlement has been reached in a product liability case involving the company and a group of plaintiffs. As part of the agreement, the company agreed to pay damages while denying liability.",3,negative,-1
2011-03-14,TGT,PRODUCT_LIABILITY,TGT reaches settlement in product liability case,"A settlement has been reached in a product liability case involving the company and a group of plaintiffs. As part of the agreement, the company agreed to pay damages while denying liability.",1,negative,-1
2011-03-16,IBM,ACCOUNTING_FRAUD,IBM executives charged in accounting fraud scheme,"Prosecutors allege that company executives participated in a scheme to inflate revenues and conceal losses. The investigation remains ongoing, and the company has placed the employees involved on administrative leave.",0,negative,-1
2011-03-18,PFE,LABOR_LAWSUIT,PFE sued over labor practice allegations,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,0,negative,-1
2011-03-21,BAC,LABOR_LAWSUIT,BAC sued over labor practice allegations,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,1,negative,-1
2011-03-24,ORCL,PATENT_IP,Court rules on intellectual property dispute involving ORCL,The lawsuit centers on allegations that the company's product infringed on patented technology held by a competitor. Legal experts anticipate a protracted battle as both sides argue the validity and scope of the patents involved.,3,negative,-1
2011-03-26,ORCL,DATA_PRIVACY,ORCL announces data breach affecting customer records,"An internal audit revealed unauthorized access to customer data, prompting regulatory notification and an investigation. The company has engaged forensic experts to assess the scope and pledged to strengthen security protocols.",0,negative,-1
2011-03-27,LMT,ACCOUNTING_FRAUD,LMT executives charged in accounting fraud scheme,"Auditors discovered discrepancies in the company's financial statements, leading to suspicions of accounting misconduct. The firm has initiated an internal review and engaged outside counsel to ensure transparency.",0,negative,-1
2011-03-28,ABBV,FDA_ACTION,FDA issues warning to ABBV over manufacturing practices,"Following reports of adverse events, the FDA placed restrictions on the company's product pending additional data. The company is cooperating with regulators and providing the requested information.",2,negative,-1
2011-03-30,GS,SEC_ENFORCEMENT,GS to restate earnings after SEC investigation,The Securities and Exchange Commission charged the company with violations related to financial disclosures. The company has agreed to pay a civil penalty and enhance its reporting controls.,1,negative,-1
2011-03-31,IBM,SEC_ENFORCEMENT,IBM to restate earnings after SEC investigation,"According to regulatory filings, the company settled with the SEC over allegations of inadequate internal controls. The resolution involves a monetary fine and the appointment of an independent monitor.",3,negative,-1
2011-03-31,COST,REGULATORY_UPDATE,COST responds to new regulatory requirements,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",1,neutral,0
2011-04-01,GS,FINRA_ACTION,FINRA sanctions GS subsidiary for compliance failures,The Financial Industry Regulatory Authority sanctioned the company's brokerage division for failing to supervise certain trades. The action includes a fine and remedial measures to improve compliance.,2,negative,-1
2011-04-01,WMT,DATA_PRIVACY,WMT announces data breach affecting customer records,"An internal audit revealed unauthorized access to customer data, prompting regulatory notification and an investigation. The company has engaged forensic experts to assess the scope and pledged to strengthen security protocols.",0,negative,-1
2011-04-14,DIS,LABOR_LAWSUIT,DIS sued over labor practice allegations,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,0,negative,-1
2011-04-14,AMZN,ACCOUNTING_FRAUD,AMZN executives charged in accounting fraud scheme,"Auditors discovered discrepancies in the company's financial statements, leading to suspicions of accounting misconduct. The firm has initiated an internal review and engaged outside counsel to ensure transparency.",0,negative,-1
2011-04-14,XOM,SEC_ENFORCEMENT,XOM fined by SEC for disclosure violations,"According to regulatory filings, the company settled with the SEC over allegations of inadequate internal controls. The resolution involves a monetary fine and the appointment of an independent monitor.",0,negative,-1
2011-04-15,PFE,PATENT_IP,PFE sues competitor over intellectual property theft,"In a ruling that could set a precedent for similar disputes, a federal judge sided with the company on key points but left other claims to be decided at trial. The outcome may influence the competitive landscape in the industry.",0,negative,-1
2011-04-17,MS,LABOR_LAWSUIT,MS settles labor dispute with workforce,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",1,negative,-1
2011-04-20,BA,ANTITRUST,BA faces antitrust investigation over market practices,Regulatory officials allege that the company has been leveraging its market position to stifle competition. The ongoing inquiry is expected to examine pricing strategies and exclusivity agreements.,1,negative,-1
2011-04-22,SBUX,SUPPLY_CHAIN,SBUX faces supply chain disruptions amid regulatory probe,The company disclosed disruptions in its supply chain due to a regulatory investigation into one of its key partners. Management is exploring alternative suppliers to mitigate potential shortages.,0,neutral,0
2011-04-27,ABBV,PRODUCT_LIABILITY,ABBV faces product liability lawsuit over safety claims,"A settlement has been reached in a product liability case involving the company and a group of plaintiffs. As part of the agreement, the company agreed to pay damages while denying liability.",0,negative,-1
2011-04-27,PFE,REGULATORY_UPDATE,PFE responds to new regulatory requirements,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",2,negative,-1
2011-04-28,XOM,REGULATORY_UPDATE,XOM responds to new regulatory requirements,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,1,neutral,0
2011-04-29,MRK,PATENT_IP,Court rules on intellectual property dispute involving MRK,The company filed a complaint alleging theft of proprietary designs by a rival. The case seeks injunctive relief to prevent further use of the contested intellectual property and compensatory damages for losses incurred.,2,negative,-1
2011-05-01,MRK,REGULATORY_UPDATE,MRK issues statement on updated compliance rules,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",5,negative,-1
2011-05-01,SBUX,PRODUCT_LIABILITY,SBUX faces product liability lawsuit over safety claims,"A settlement has been reached in a product liability case involving the company and a group of plaintiffs. As part of the agreement, the company agreed to pay damages while denying liability.",3,negative,-1
2011-05-04,HD,PRODUCT_LIABILITY,Consumers allege defects in HD's product in lawsuit,Regulatory filings show that the company faces multiple product liability suits alleging harm from its products. The company is evaluating legal strategies to address these claims.,0,negative,-1
2011-05-10,MS,LABOR_LAWSUIT,MS settles labor dispute with workforce,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",1,negative,-1
2011-05-11,ORCL,LABOR_LAWSUIT,ORCL settles labor dispute with workforce,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,3,negative,-1
2011-05-12,RTX,REGULATORY_UPDATE,RTX issues statement on updated compliance rules,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,3,negative,-1
2011-05-12,NVDA,SUPPLY_CHAIN,Regulators scrutinize NVDA's supply chain practices,The company disclosed disruptions in its supply chain due to a regulatory investigation into one of its key partners. Management is exploring alternative suppliers to mitigate potential shortages.,0,neutral,0
2011-05-16,PFE,FDA_ACTION,PFE's drug receives FDA safety alert,Regulators alleged that the company promoted a drug for unapproved uses. The company has ceased the marketing activity and is working to align promotional practices with regulatory standards.,1,negative,-1
2011-05-17,AAPL,ACCOUNTING_FRAUD,AAPL investigated over alleged accounting misconduct,"Whistleblower reports prompted authorities to examine the company's books for irregularities. Pending the outcome, stakeholders are expressing concerns about financial reporting practices.",1,negative,-1
2011-05-21,PFE,PRODUCT_LIABILITY,Consumers allege defects in PFE's product in lawsuit,Consumers filed a lawsuit claiming that the company's product caused injuries due to design flaws. The company maintains that the product meets safety standards and will contest the allegations.,0,negative,-1
2011-05-22,RTX,REGULATORY_UPDATE,RTX issues statement on updated compliance rules,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",0,neutral,0
2011-05-24,WFC,REGULATORY_UPDATE,WFC responds to new regulatory requirements,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",2,negative,-1
2011-05-28,PG,PRODUCT_LIABILITY,Consumers allege defects in PG's product in lawsuit,Consumers filed a lawsuit claiming that the company's product caused injuries due to design flaws. The company maintains that the product meets safety standards and will contest the allegations.,3,negative,-1
2011-05-29,PG,LABOR_LAWSUIT,PG sued over labor practice allegations,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,1,negative,-1
2011-05-29,WMT,DATA_PRIVACY,WMT announces data breach affecting customer records,"Following complaints from users, investigators are reviewing whether the company adequately disclosed how it uses personal data. The company asserts that it complies with applicable privacy laws and continues to enhance transparency.",0,negative,-1
2011-06-01,ABBV,LABOR_LAWSUIT,ABBV sued over labor practice allegations,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",1,negative,-1
2011-06-02,NVDA,ACCOUNTING_FRAUD,NVDA investigated over alleged accounting misconduct,"Prosecutors allege that company executives participated in a scheme to inflate revenues and conceal losses. The investigation remains ongoing, and the company has placed the employees involved on administrative leave.",2,negative,-1
2011-06-02,GOOG,DATA_PRIVACY,GOOG under scrutiny for handling of user data,"Following complaints from users, investigators are reviewing whether the company adequately disclosed how it uses personal data. The company asserts that it complies with applicable privacy laws and continues to enhance transparency.",1,negative,-1
2011-06-06,CVX,ACCOUNTING_FRAUD,CVX investigated over alleged accounting misconduct,"Prosecutors allege that company executives participated in a scheme to inflate revenues and conceal losses. The investigation remains ongoing, and the company has placed the employees involved on administrative leave.",2,negative,-1
2011-06-08,BA,ACCOUNTING_FRAUD,Auditors uncover accounting irregularities at BA,"Whistleblower reports prompted authorities to examine the company's books for irregularities. Pending the outcome, stakeholders are expressing concerns about financial reporting practices.",1,negative,-1
2011-06-08,LLY,FDA_ACTION,LLY's drug receives FDA safety alert,The Food and Drug Administration issued a warning letter to the company about manufacturing deficiencies at one of its facilities. The company is addressing the cited issues to avoid further enforcement actions.,1,negative,-1
2011-06-11,MRK,LABOR_LAWSUIT,MRK sued over labor practice allegations,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",1,negative,-1
2011-06-11,BAC,SEC_ENFORCEMENT,BAC fined by SEC for disclosure violations,"After an investigation into revenue recognition practices, the company announced it would restate prior earnings. The SEC noted cooperation by the company in resolving the matter.",3,negative,-1
2011-06-11,MS,LABOR_LAWSUIT,Employees file class-action labor lawsuit against MS,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",1,negative,-1
2011-06-13,BA,ANTITRUST,BA hit with antitrust lawsuit alleging monopolistic conduct,A civil suit filed by competitors claims the company engaged in anticompetitive practices that harmed smaller rivals. The case seeks both injunctive relief and monetary damages for affected parties.,1,negative,-1
2011-06-14,GS,LABOR_LAWSUIT,Employees file class-action labor lawsuit against GS,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",0,negative,-1
2011-06-15,BAC,SEC_ENFORCEMENT,SEC charges BAC with securities law violations,"After an investigation into revenue recognition practices, the company announced it would restate prior earnings. The SEC noted cooperation by the company in resolving the matter.",1,negative,-1
2011-06-21,GOOG,PATENT_IP,Court rules on intellectual property dispute involving GOOG,"In a ruling that could set a precedent for similar disputes, a federal judge sided with the company on key points but left other claims to be decided at trial. The outcome may influence the competitive landscape in the industry.",5,negative,-1
2011-06-22,PEP,SUPPLY_CHAIN,Regulators scrutinize PEP's supply chain practices,The company disclosed disruptions in its supply chain due to a regulatory investigation into one of its key partners. Management is exploring alternative suppliers to mitigate potential shortages.,1,neutral,0
2011-06-24,BAC,REGULATORY_UPDATE,Regulatory changes affect BAC's operations,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,0,neutral,0
2011-06-26,PFE,PRODUCT_LIABILITY,PFE faces product liability lawsuit over safety claims,Regulatory filings show that the company faces multiple product liability suits alleging harm from its products. The company is evaluating legal strategies to address these claims.,1,negative,-1
2011-06-27,MSFT,ACCOUNTING_FRAUD,MSFT investigated over alleged accounting misconduct,"Prosecutors allege that company executives participated in a scheme to inflate revenues and conceal losses. The investigation remains ongoing, and the company has placed the employees involved on administrative leave.",0,negative,-1
2011-06-27,WFC,ACCOUNTING_FRAUD,WFC executives charged in accounting fraud scheme,"Whistleblower reports prompted authorities to examine the company's books for irregularities. Pending the outcome, stakeholders are expressing concerns about financial reporting practices.",3,negative,-1
